SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Boundaries - Wards (2023-)
SR22-02197893,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/28/2022 05:07:59 PM,01/13/2023 11:50:12 AM,01/13/2023 11:50:12 AM,2536 W DEVON AVE,,,,2536,W,DEVON,AVE,false,false,,,2,50,,J006,1,24,2412,19,,17,4,12,1158081.533678671,1942446.924565687,41.997834001,-87.6938355,"(41.99783400094086, -87.6938355000019)",12,20,4450,41,27,50
SR22-02196910,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/28/2022 02:02:17 PM,01/12/2023 09:20:07 AM,01/12/2023 09:20:07 AM,6559 S WESTERN AVE,,,,6559,S,WESTERN,AVE,false,false,,,66,16,,K037,3,08,0832,21,,14,4,12,1161654.836152992,1860922.133148271,41.774049001,-87.6829635,"(41.77404900094006, -87.68296350000192)",23,64,22257,370,2,16
SR22-02196789,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/28/2022 01:44:25 PM,12/28/2022 04:05:13 PM,12/28/2022 04:05:13 PM,5400 S CENTRAL AVE,,,,5400,S,CENTRAL,AVE,false,false,,,56,23,,B034,1,08,0811,29,,13,4,12,1139839.030318825,1868130.164864132,41.794254001,-87.762762,"(41.79425400094012, -87.76276200000191)",7,53,22268,587,6,23
SR22-02193093,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/27/2022 08:39:36 PM,12/28/2022 09:50:07 AM,12/28/2022 09:50:07 AM,1028 S COLUMBUS DR,,,,1028,S,COLUMBUS,DR,false,false,,,32,4,,Q024,1,01,0114,25,,20,3,12,1178385.055762604,1895813.811180615,41.869431067,-87.620572927,"(41.86943106729681, -87.62057292710605)",35,38,14913,368,10,9
SR22-02191008,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/27/2022 01:19:25 PM,12/27/2022 03:15:07 PM,12/27/2022 03:15:07 PM,2206 E 75TH ST,,,,2206,E,75TH,ST,false,false,,,43,7,,V039,3,03,0333,4,,13,3,12,1192283.148742849,1855762.096503235,41.759199001,-87.570855,"(41.75919900094002, -87.5708550000019)",24,39,22538,418,37,5
SR22-02190560,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/27/2022 12:23:45 PM,01/11/2023 04:30:10 PM,01/11/2023 04:30:10 PM,2417 S KEELER AVE,,,,2417,S,KEELER,AVE,false,false,,,30,22,,F027,1,10,1013,17,,12,3,12,1148824.618145548,1887456.561969264,41.847120001,-87.7293135,"(41.84712000094031, -87.72931350000192)",57,32,21569,194,28,22
SR22-02188981,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/27/2022 08:21:12 AM,12/27/2022 11:30:09 AM,12/27/2022 11:30:09 AM,4646 N MARINE DR,,,,4646,N,MARINE,DR,false,false,,,3,46,,O011,1,19,1914,29,,8,3,12,1170190.198363641,1931336.512153758,41.967090001,-87.6496185,"(41.96709000094076, -87.6496185000019)",15,31,22616,636,39,46
SR22-02187315,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/26/2022 05:16:08 PM,01/17/2023 11:36:35 AM,01/17/2023 11:36:35 AM,400 N CLARK ST,,,,400,N,CLARK,ST,false,false,,,8,42,,P021,3,18,1831,32,,17,2,12,1175387.074060962,1903047.30835386,41.889348001,-87.631362,"(41.8893480009405, -87.6313620000019)",55,37,4446,670,36,42
SR22-02185271,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/26/2022 06:33:14 AM,04/20/2023 04:00:30 PM,04/20/2023 04:00:16 PM,4301 W KINZIE ST,,,,4301,W,KINZIE,ST,false,false,,,26,28,,F022,1,11,1114,23,,6,2,12,1147593.924071194,1902144.443327384,41.887449001,-87.7334535,"(41.88744900094046, -87.73345350000191)",30,27,21572,619,23,28
SR22-02184189,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/25/2022 03:10:15 PM,01/13/2023 04:40:06 PM,01/13/2023 04:40:06 PM,2200 S ASHLAND AVE,,,,2200,S,ASHLAND,AVE,false,false,,,31,25,,L027,3,10,1034,15,,15,1,12,1166037.034871477,1889445.224684335,41.852227501,-87.666087296,"(41.85222750094034, -87.66608729570046)",43,33,14920,126,26,25
SR22-02183941,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/25/2022 11:57:57 AM,12/29/2022 10:05:13 PM,12/29/2022 10:05:13 PM,4355 N WESTERN AVE,,,,4355,N,WESTERN,AVE,false,false,,,5,47,,K012,1,19,1911,14,,11,1,12,1159685.642076316,1929073.971912626,41.961105001,-87.688305,"(41.96110500094072, -87.68830500000192)",39,46,21538,623,18,47
SR22-02182341,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/24/2022 04:09:30 PM,06/17/2023 02:34:07 PM,06/17/2023 02:34:05 PM,1130 S MICHIGAN AVE,,,,1130,S,MICHIGAN,AVE,false,false,,,32,4,,Q024,2,01,0123,2,,16,7,12,1177260.649377506,1895479.776524476,41.868540001,-87.624711,"(41.868540000940406, -87.62471100000191)",35,38,14913,368,10,9
SR22-02181873,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Mobile Device,12/24/2022 01:50:00 PM,03/15/2023 04:35:17 PM,03/15/2023 04:35:17 PM,3820 W 38TH ST,,,,3820,W,38TH,ST,false,false,,,57,14,,G030,2,08,0821,27,,13,7,12,1151410.925693274,1878819.693936804,41.823369001,-87.720048,"(41.823369000940254, -87.72004800000191)",56,54,22248,563,8,14
SR22-02181834,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/24/2022 01:36:44 PM,02/10/2023 11:49:22 AM,02/10/2023 11:49:11 AM,7601 S CICERO AVE,,,,7601,S,CICERO,AVE,false,false,,,65,18,,E039,3,08,0833,43,,13,7,12,1145933.675164526,1855042.842617689,41.758227001,-87.7407435,"(41.75822700094, -87.74074350000193)",58,63,21867,318,30,18
SR22-02178084,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/23/2022 09:32:14 AM,12/29/2022 10:05:10 PM,12/29/2022 10:05:10 PM,809 W EVERGREEN AVE,,,,809,W,EVERGREEN,AVE,false,false,,,8,27,,N019,2,18,1822,37,,9,6,12,1170660.974206956,1909189.747905626,41.906308015,-87.648537991,"(41.90630801512899, -87.64853799093805)",49,37,22620,108,46,27
SR22-02175998,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/22/2022 04:35:33 PM,12/27/2022 11:15:07 AM,12/27/2022 11:15:07 AM,3333 N KIMBALL AVE,,,,3333,N,KIMBALL,AVE,false,false,,,21,35,,H014,3,17,1733,1,,16,5,12,1153265.942185764,1921974.962807445,41.941755001,-87.7120965,"(41.94175500094066, -87.7120965000019)",39,22,21538,138,12,35
SR22-02173159,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/22/2022 09:43:21 AM,01/13/2023 12:25:05 PM,01/13/2023 12:25:05 PM,2442 N MILWAUKEE AVE,,,,2442,N,MILWAUKEE,AVE,false,false,,,22,1,,I016,1,14,1414,19,,9,5,12,1156080.278603127,1916049.259715244,41.925438001,-87.701913,"(41.92543800094059, -87.70191300000192)",1,23,22535,548,41,1
SR22-02171953,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Mobile Device,12/22/2022 05:04:48 AM,02/22/2023 03:10:08 PM,02/22/2023 03:10:08 PM,6798 S CHICAGO AVE,,,,6798,S,CHICAGO,AVE,false,false,,,69,6,,R038,2,03,0322,10,,5,5,12,1180776.910753466,1859864.302777716,41.770728001,-87.6128985,"(41.77072800094006, -87.61289850000192)",60,67,22260,480,4,4
SR22-02170767,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/21/2022 06:00:40 PM,01/10/2023 08:50:16 AM,01/10/2023 08:50:16 AM,835 N MICHIGAN AVE,,,,835,N,MICHIGAN,AVE,false,false,,,8,2,,Q020,3,18,1833,10,,18,4,12,1177658.929506056,1906152.320131491,41.897817001,-87.6229245,"(41.89781700094049, -87.6229245000019)",6,37,21182,233,11,2
SR22-02169095,Business Complaints,RBL,Alderman,BACP - Business Affairs and Consumer Protection,Completed,Alderman's Office,12/21/2022 01:43:40 PM,01/19/2023 12:25:06 PM,01/19/2023 12:25:06 PM,4165 S EMERALD AVE,,,,4165,S,EMERALD,AVE,false,false,,,61,11,,O031,2,09,0925,31,,13,4,12,1172010.984235031,1877196.218536789,41.818485664,-87.644521841,"(41.81848566406027, -87.64452184087027)",37,59,14924,123,48,7
SR22-02166439,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/21/2022 07:59:19 AM,03/02/2023 06:45:12 PM,03/02/2023 06:45:12 PM,3960 W ONTARIO ST,,,,3960,W,ONTARIO,ST,false,false,,,23,37,,G021,2,11,1122,3,,7,4,12,1149901.289098758,1903875.999631059,41.892156001,-87.724935,"(41.89215600094049, -87.7249350000019)",30,24,21572,584,45,37
SR22-02164242,Business Complaints,RBL,Alderman,BACP - Business Affairs and Consumer Protection,Completed,Alderman's Office,12/20/2022 03:06:26 PM,01/11/2023 03:25:10 PM,01/11/2023 03:25:10 PM,3335 S SEELEY AVE,,,,3335,S,SEELEY,AVE,false,false,,,59,12,,K029,1,09,0912,8,,15,3,12,1163299.773127521,1882439.866646644,41.833062001,-87.6763305,"(41.83306200094028, -87.67633050000191)",43,56,14920,2,1,12
SR22-02159600,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/19/2022 08:59:07 PM,01/30/2023 12:20:38 PM,01/30/2023 12:20:38 PM,4900 S CICERO AVE,,,,4900,S,CICERO,AVE,false,false,,,56,22,,D033,1,08,0814,2,,20,2,12,1145042.724210232,1871625.355323992,41.803749001,-87.743592,"(41.80374900094018, -87.74359200000191)",7,53,22268,605,28,22
SR22-02158921,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/19/2022 05:42:11 PM,12/22/2022 09:35:11 AM,12/22/2022 09:35:11 AM,450 E 83RD ST,,,,450,E,83RD,ST,false,false,,,44,6,,R041,3,06,0631,45,,17,2,12,1180942.85803936,1850167.458056889,41.744115001,-87.612588,"(41.744115000939956, -87.6125880000019)",61,40,21546,140,32,4
SR22-02158871,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/19/2022 05:30:20 PM,12/26/2022 01:12:18 PM,12/26/2022 01:12:17 PM,2222 S WESTERN AVE,,,,2222,S,WESTERN,AVE,false,false,,,31,28,,J027,3,10,1034,19,,17,2,12,1160332.268798547,1889062.136737779,41.851296001,-87.687036,"(41.85129600094032, -87.68703600000191)",43,33,14920,204,23,28
SR22-02153733,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/19/2022 01:16:17 AM,12/20/2022 04:50:06 PM,12/20/2022 04:50:06 PM,3641 N HALSTED ST,,,,3641,N,HALSTED,ST,false,false,,,6,46,,O013,2,19,1925,30,,1,2,12,1170388.630764807,1924571.778190907,41.948523001,-87.6490875,"(41.94852300094068, -87.64908750000191)",53,57,21186,726,39,46
SR22-02152636,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/18/2022 05:41:25 PM,12/23/2022 08:55:38 AM,12/23/2022 08:55:38 AM,58 W 79TH ST,,,,58,W,79TH,ST,false,false,,,69,6,,P040,2,06,0623,8,,17,1,12,1177045.838435384,1852726.134465177,41.751225001,-87.62679,"(41.75122500094, -87.62679000000192)",59,67,21554,495,32,4
SR22-02152195,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/18/2022 03:40:54 PM,12/22/2022 11:40:06 AM,12/22/2022 11:40:06 AM,9929 S PULASKI RD,,,,9929,S,PULASKI,RD,false,false,,,74,19,,G046,1,22,2211,9,,15,1,12,1151426.382121872,1838349.645982273,41.712312297,-87.721048204,"(41.712312296638395, -87.72104820430334)",33,73,4447,316,42,19
SR22-02151141,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/18/2022 03:45:33 AM,01/05/2023 11:45:07 PM,01/05/2023 11:45:07 PM,1434 N CICERO AVE,,,,1434,N,CICERO,AVE,false,false,,,25,37,,D019,3,25,2533,22,,3,1,12,1143869.637321405,1909370.225686098,41.907348001,-87.746949,"(41.907348000940544, -87.7469490000019)",5,26,4299,600,45,37
SR22-02149156,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/17/2022 01:30:04 PM,12/20/2022 04:55:06 PM,12/20/2022 04:55:06 PM,6015 W IRVING PARK RD,,,,6015,W,IRVING PARK,RD,false,false,,,17,38,,A013,3,16,1633,39,,13,7,12,1135471.796346979,1925890.176155829,41.952834001,-87.777405,"(41.95283400094069, -87.77740500000192)",52,17,22254,443,19,38
SR22-02148997,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/17/2022 12:37:52 PM,12/20/2022 03:20:06 PM,12/20/2022 03:20:06 PM,333 E 119TH ST,,,,333,E,119TH,ST,true,false,,SR22-02148994,53,9,,Q051,3,05,0532,28,,12,7,12,1180408.288385308,1826053.716454994,41.677956001,-87.6152835,"(41.677956000939716, -87.61528350000192)",19,50,21861,504,43,11
SR22-02148994,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/17/2022 12:36:52 PM,12/20/2022 03:20:06 PM,12/20/2022 03:20:06 PM,333 E 119TH ST,,,,333,E,119TH,ST,false,false,,,53,9,,Q051,3,05,0532,28,,12,7,12,1180408.288385308,1826053.716454994,41.677956001,-87.6152835,"(41.677956000939716, -87.61528350000192)",19,50,21861,504,43,11
SR22-02145225,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/16/2022 01:33:17 PM,01/13/2023 01:45:15 PM,01/13/2023 01:45:15 PM,5706 S ASHLAND AVE,,,,5706,S,ASHLAND,AVE,false,false,,,67,16,,L035,1,07,0715,5,,13,6,12,1166540.361283993,1866784.392966234,41.790033001,-87.664887,"(41.79003300094014, -87.66488700000191)",23,65,22257,385,2,16
SR22-02144605,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/16/2022 12:17:55 PM,01/12/2023 03:20:06 PM,01/12/2023 03:20:06 PM,1857 N MILWAUKEE AVE,,,,1857,N,MILWAUKEE,AVE,false,false,,,22,32,,K018,3,14,1434,32,,12,6,12,1160856.138465528,1912368.90423676,41.915241001,-87.6844665,"(41.915241000940576, -87.68446650000193)",1,23,22535,373,40,32
SR22-02143362,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/16/2022 09:25:39 AM,04/19/2023 11:34:52 AM,04/19/2023 11:34:52 AM,2925 N HALSTED ST,,,,2925,N,HALSTED,ST,false,false,,,6,44,,O015,3,19,1934,18,,9,6,12,1170490.626065641,1919770.914081508,41.935347001,-87.6488535,"(41.93534700094065, -87.6488535000019)",22,57,4449,684,25,44
SR22-02140995,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/15/2022 05:49:47 PM,12/19/2022 03:01:55 PM,12/19/2022 03:01:55 PM,2824 W 59TH ST,,,,2824,W,59TH,ST,false,false,,,63,15,,I035,2,08,0824,23,,17,5,12,1158446.191390165,1865525.761523117,41.786748001,-87.6946005,"(41.78674800094012, -87.69460050000191)",58,61,21867,764,2,15
SR22-02138633,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/15/2022 11:48:05 AM,12/20/2022 05:00:11 PM,12/20/2022 05:00:11 PM,50 W WASHINGTON BLVD,,,,50,W,WASHINGTON,BLVD,false,false,,,32,42,,P022,1,01,0111,10,,11,5,12,1175720.089535115,1901137.90210151,41.884101001,-87.6301965,"(41.88410100094047, -87.6301965000019)",41,38,14310,92,36,42
SR22-02138284,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/15/2022 10:50:26 AM,01/06/2023 11:30:08 AM,01/06/2023 11:30:08 AM,1701 W WEBSTER AVE,,,,1701,W,WEBSTER,AVE,false,false,,,22,32,,L017,3,14,1432,37,,10,5,12,1164588.830281176,1914658.686108927,41.921445997,-87.670688004,"(41.92144599686768, -87.67068800407482)",16,23,21190,209,40,32
SR22-02135364,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/14/2022 05:26:10 PM,12/23/2022 08:40:05 PM,12/23/2022 08:40:05 PM,4355 N WESTERN AVE,,,,4355,N,WESTERN,AVE,false,false,,,5,47,,K012,1,19,1911,14,,17,4,12,1159685.642076316,1929073.971912626,41.961105001,-87.688305,"(41.96110500094072, -87.68830500000192)",39,46,21538,623,18,47
SR22-02134960,Business Complaints,RBL,Alderman,BACP - Business Affairs and Consumer Protection,Completed,Alderman's Office,12/14/2022 03:45:37 PM,12/14/2022 04:15:06 PM,12/14/2022 04:15:06 PM,7305 N ROGERS AVE,,,,7305,N,ROGERS,AVE,false,false,,,1,49,,L004,2,24,2424,33,,15,4,12,1161924.329444775,1948310.796388437,42.013845001,-87.6795345,"(42.01384500094088, -87.67953450000192)",9,10,21853,52,5,49
SR22-02134727,Business Complaints,RBL,Alderman,BACP - Business Affairs and Consumer Protection,Completed,Alderman's Office,12/14/2022 03:09:34 PM,12/14/2022 03:45:06 PM,12/14/2022 03:45:06 PM,3700 W 111TH ST,,,,3700,W,111TH,ST,false,false,,,74,19,,G048,1,22,2211,4,,15,4,12,1153542.413482104,1830859.735442156,41.691717001,-87.713496,"(41.69171700093979, -87.7134960000019)",33,73,4447,369,42,19
SR22-02133893,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/14/2022 01:41:39 PM,12/14/2022 02:55:06 PM,12/14/2022 02:55:06 PM,120 S LA SALLE ST,,,,120,S,LA SALLE,ST,false,false,,,32,42,,P023,2,01,0122,9,,13,4,12,1175020.503262722,1899767.778698331,41.880357001,-87.6328065,"(41.88035700094046, -87.63280650000192)",34,38,14311,92,36,42
SR22-02131863,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/14/2022 09:25:45 AM,12/14/2022 03:10:05 PM,12/14/2022 03:10:05 PM,3181 N MILWAUKEE AVE,,,,3181,N,MILWAUKEE,AVE,false,false,,,21,35,,G015,2,25,2523,25,,9,4,12,1150348.635496417,1920901.191571763,41.938866001,-87.722847,"(41.93886600094064, -87.7228470000019)",39,22,21538,215,21,35
SR22-02129785,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/13/2022 06:46:02 PM,12/23/2022 11:10:06 AM,12/23/2022 11:10:06 AM,4146 W MELROSE ST,,,,4146,W,MELROSE,ST,false,false,,,16,30,,F014,3,17,1731,23,,18,3,12,1147992.148731017,1921356.817537019,41.940162001,-87.731496,"(41.94016200094066, -87.73149600000191)",21,16,22618,329,21,30
SR22-02127617,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/13/2022 12:52:47 PM,12/16/2022 08:15:06 PM,12/16/2022 08:15:06 PM,6325 N AVONDALE AVE,,,,6325,N,AVONDALE,AVE,true,false,,SR22-02106341,9,41,,X107,1,16,1612,37,,12,3,12,1126960.37044098,1941697.424564191,41.996358001,-87.808338,"(41.99635800094085, -87.8083380000019)",17,77,22243,655,29,41
SR22-02127540,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,12/13/2022 12:43:34 PM,02/07/2023 10:10:11 AM,02/07/2023 10:10:11 AM,4059 W ARMITAGE AVE,,,,4059,W,ARMITAGE,AVE,false,false,,,20,26,,F018,3,25,2534,13,,12,3,12,1148775.254018094,1912916.905772243,41.916987001,-87.7288365,"(41.91698700094057, -87.72883650000192)",2,21,22615,135,12,26
SR22-02125544,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,12/13/2022 09:00:15 AM,12/17/2022 09:25:09 PM,12/17/2022 09:25:09 PM,1541 W CHICAGO AVE,,,,1541,W,CHICAGO,AVE,false,false,,,24,1,,M021,1,12,1215,35,,9,3,12,1165809.084910944,1905329.088650952,41.895819001,-87.666471,"(41.89581900094052, -87.66647100000192)",49,25,22620,485,41,1
SR22-02124320,Business Complaints,RBL,,BACP - Business Affairs and Consumer Protection,Completed,spot-open311-Chicago+Works,12/12/2022 10:45:35 PM,06/26/2023 09:29:49 AM,06/26/2023 09:29:49 AM,6209 N SAYRE AVE,Chicago,IL,,6209,N,SAYRE,AVE,false,false,,,10,41,,Y107,1,16,1611,22,,22,2,12,1128721.076207582,1941022.711410609,41.994476721,-87.801876407,"(41.99447672104097, -87.80187640722335)",17,36,22243,657,29,41
