SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Boundaries - Wards (2023-)
SR22-02202280,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 01:05:57 PM,02/16/2023 08:39:37 AM,02/16/2023 08:39:37 AM,5220 W OAKDALE AVE,,,,5220,W,OAKDALE,AVE,false,false,,,19,31,,C015,1,25,2514,25,,13,5,12,1140945.788208212,1919189.684401056,41.934348001,-87.7574475,"(41.93434800094062, -87.7574475000019)",21,19,22618,303,17,31
SR22-02202231,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 01:01:13 PM,01/03/2023 12:50:18 PM,01/03/2023 12:50:18 PM,3939 N BROADWAY,,,,3939,N,BROADWAY,,false,false,,,6,46,,N013,2,19,1923,38,,13,5,12,1170141.549075245,1926540.99056739,41.953932001,-87.649938,"(41.95393200094073, -87.6499380000019)",53,57,21186,83,39,46
SR22-02201175,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/29/2022 10:55:32 AM,01/04/2023 11:55:58 AM,01/04/2023 11:55:58 AM,7209 S EVANS AVE,,,,7209,S,EVANS,AVE,false,false,,,69,6,,R039,2,03,0323,30,,10,5,12,1182551.579159048,1857307.899905317,41.763672001,-87.6064725,"(41.76367200094003, -87.60647250000191)",61,67,21546,515,32,4
SR22-02201161,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/29/2022 10:53:25 AM,01/04/2023 11:50:08 AM,01/04/2023 11:50:08 AM,7208 S EVANS AVE,,,,7208,S,EVANS,AVE,false,false,,,69,6,,R039,2,03,0323,30,,10,5,12,1182404.146330992,1857319.773587826,41.763708001,-87.6070125,"(41.763708000940035, -87.60701250000191)",61,67,21546,515,32,4
SR22-02200696,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 09:52:13 AM,12/29/2022 11:05:26 AM,12/29/2022 11:05:26 AM,5807 N BERNARD ST,,,,5807,N,BERNARD,ST,false,false,,,13,39,,H008,1,17,1711,13,,9,5,12,1152406.336266496,1938443.208175983,41.986962001,-87.714819,"(41.98696200094082, -87.71481900000191)",50,13,4450,799,38,39
SR22-02200494,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 09:29:51 AM,12/29/2022 09:51:43 AM,12/29/2022 09:51:43 AM,8610 S EXCHANGE AVE,,,,8610,S,EXCHANGE,AVE,false,false,,,46,10,,X042,2,04,0423,27,,9,5,12,1197229.76829014,1848367.887360163,41.738787001,-87.552972,"(41.73878700093995, -87.5529720000019)",25,42,21202,226,47,6
SR22-02200352,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/29/2022 09:14:31 AM,01/17/2023 09:29:08 AM,01/17/2023 09:29:08 AM,5538 S PERRY AVE,,,,5538,S,PERRY,AVE,false,false,,,40,20,,P035,2,02,0225,16,,9,5,12,1176585.525364134,1867976.485948306,41.793084001,-87.6280185,"(41.793084000940155, -87.6280185000019)",11,7,21559,164,9,20
SR22-02198516,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/28/2022 07:36:52 PM,01/09/2023 09:15:48 AM,01/09/2023 09:15:48 AM,2516 W 115TH ST,,,,2516,W,115TH,ST,false,false,,,75,19,,J049,1,22,2212,7,,19,4,12,1161568.864187839,1828373.839750853,41.684733001,-87.6841785,"(41.68473300093972, -87.6841785000019)",33,74,4447,379,42,19
SR22-02198506,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Canceled,Internet,12/28/2022 07:30:36 PM,12/28/2022 07:37:25 PM,12/28/2022 07:37:25 PM,364 W 94TH PL,,,,364,W,94TH,PL,false,false,,,49,9,,P044,3,06,0634,39,,19,4,12,1175424.610893442,1842496.521753823,41.723190001,-87.633036,"(41.723190000939894, -87.63303600000191)",59,45,21554,187,13,11
SR22-02198498,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Canceled,Internet,12/28/2022 07:27:56 PM,12/28/2022 07:37:12 PM,12/28/2022 07:37:12 PM,362 W 94TH PL,,,,362,W,94TH,PL,false,false,,,49,9,,P044,3,06,0634,39,,19,4,12,1175479.731230887,1842516.648540107,41.723244001,-87.6328335,"(41.7232440009399, -87.63283350000191)",59,45,21554,187,13,11
SR22-02198444,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Canceled,Internet,12/28/2022 07:12:46 PM,12/28/2022 07:36:56 PM,12/28/2022 07:36:56 PM,366 W 94TH PL,,,,366,W,94TH,PL,false,false,,,49,9,,P044,3,06,0634,39,,19,4,12,1175424.717606698,1842483.403739203,41.723154001,-87.633036,"(41.723154000939886, -87.63303600000191)",59,45,21554,187,13,11
SR22-02198263,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/28/2022 06:23:43 PM,01/15/2023 06:21:33 PM,01/15/2023 06:21:34 PM,1948 W DICKENS AVE,,,,1948,W,DICKENS,AVE,false,false,,,22,32,,L017,3,14,1432,37,,18,4,12,1162823.472007569,1914102.487634038,41.919957001,-87.67719,"(41.919957000940585, -87.6771900000019)",16,23,22535,209,40,32
SR22-02197787,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/28/2022 04:32:05 PM,12/31/2022 12:34:59 PM,12/31/2022 12:34:59 PM,3638 N LONG AVE,,,,3638,N,LONG,AVE,false,false,,,15,30,,C013,3,16,1633,16,,16,4,12,1139629.09569284,1923841.420521398,41.947137001,-87.7621725,"(41.94713700094067, -87.7621725000019)",21,15,22618,231,44,30
SR22-02197615,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Canceled,Internet,12/28/2022 03:51:05 PM,01/14/2023 10:52:10 AM,01/14/2023 10:52:10 AM,711 S LAWNDALE AVE,,,,711,S,LAWNDALE,AVE,false,false,,,27,24,,G024,3,11,1133,4,,15,4,12,1151873.198762917,1896641.804181564,41.872266001,-87.7178835,"(41.8722660009404, -87.71788350000192)",30,28,21572,704,14,24
SR22-02197319,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/28/2022 02:58:38 PM,01/18/2023 11:25:13 AM,01/18/2023 11:25:13 AM,3059 W PALMER ST,,,,3059,W,PALMER,ST,false,false,,,22,1,,I017,1,14,1414,22,,14,4,12,1155399.47574466,1914197.736003792,41.920371001,-87.7044645,"(41.9203710009406, -87.7044645000019)",1,23,22535,371,40,1
SR22-02196933,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/28/2022 02:06:20 PM,12/30/2022 01:54:25 PM,12/30/2022 01:54:25 PM,6414 S EVANS AVE,,,,6414,S,EVANS,AVE,false,false,,,42,20,,R037,1,03,0312,33,,14,4,12,1182248.249462501,1862552.964646509,41.778072001,-87.607422,"(41.778072000940085, -87.60742200000192)",60,9,22260,332,4,20
SR22-02196647,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/28/2022 01:22:25 PM,01/16/2023 08:56:12 AM,01/16/2023 08:56:12 AM,12242 S EMERALD AVE,,,,12242,S,EMERALD,AVE,false,false,,,53,21,,O051,2,05,0523,31,,13,4,12,1173464.139904008,1823517.426589565,41.671152001,-87.640776,"(41.671152000939706, -87.64077600000192)",19,50,21861,60,22,21
SR22-02195979,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/28/2022 11:48:28 AM,01/01/2023 11:03:39 AM,01/01/2023 11:03:39 AM,3732 N NEVA AVE,,,,3732,N,NEVA,AVE,false,false,,,17,38,,Y113,3,16,1632,3,,11,4,12,1127666.6458768,1924132.106359963,41.948145001,-87.8061375,"(41.94814500094068, -87.8061375000019)",52,17,22254,444,19,38
SR22-02195919,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/28/2022 11:39:59 AM,01/14/2023 12:35:43 PM,01/14/2023 12:35:43 PM,1842 S ST LOUIS AVE,,,,1842,S,ST LOUIS,AVE,false,false,,,29,24,,H026,2,10,1021,3,,11,4,12,1153249.790620328,1890682.572445316,41.855886001,-87.7129875,"(41.85588600094036, -87.7129875000019)",57,30,21569,800,14,24
SR22-02195484,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/28/2022 10:41:21 AM,12/28/2022 11:47:02 AM,12/28/2022 11:47:02 AM,2142 W 111TH ST,,,,2142,W,111TH,ST,false,false,,,75,19,,K048,1,22,2212,40,,10,4,12,1163992.744186609,1831137.314197855,41.692266001,-87.675228,"(41.69226600093976, -87.67522800000192)",13,74,22212,380,42,19
SR22-02194533,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/28/2022 08:41:23 AM,02/06/2023 02:12:56 PM,02/06/2023 02:12:56 PM,2315 W FULLERTON AVE,,,,2315,W,FULLERTON,AVE,false,false,,,22,32,,K017,3,14,1432,16,,8,4,12,1160434.460695474,1915819.344781252,41.924718001,-87.68592,"(41.92471800094062, -87.68592000000193)",1,23,22535,324,40,32
SR22-02193107,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/27/2022 08:46:46 PM,12/27/2022 09:05:46 PM,12/27/2022 09:05:46 PM,10832 S WENTWORTH AVE,,,,10832,S,WENTWORTH,AVE,true,false,,SR22-02193103,49,9,,P048,1,05,0513,39,,20,3,12,1176789.126847271,1832940.728245489,41.696937001,-87.6283245,"(41.69693700093977, -87.62832450000191)",19,45,21861,524,22,11
SR22-02193103,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/27/2022 08:44:25 PM,12/27/2022 09:05:46 PM,12/27/2022 09:05:46 PM,10832 S WENTWORTH AVE,,,,10832,S,WENTWORTH,AVE,false,false,,,49,9,,P048,1,05,0513,39,,20,3,12,1176789.126847271,1832940.728245489,41.696937001,-87.6283245,"(41.69693700093977, -87.62832450000191)",19,45,21861,524,22,11
SR22-02192720,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Canceled,Internet,12/27/2022 06:45:24 PM,12/27/2022 06:52:40 PM,12/27/2022 06:52:40 PM,2537 W 101ST PL,,,,2537,W,101ST,PL,false,false,,,72,19,,J046,1,22,2211,53,,18,3,12,1161072.494738484,1837169.459238775,41.708880001,-87.6857535,"(41.70888000093983, -87.68575350000191)",33,71,4447,661,42,19
SR22-02192227,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/27/2022 04:33:23 PM,12/27/2022 05:24:37 PM,12/27/2022 05:24:37 PM,7722 S BISHOP ST,,,,7722,S,BISHOP,ST,false,false,,,71,17,,M040,1,06,0612,26,,16,3,12,1167820.588858803,1853422.923837772,41.753340001,-87.660576,"(41.75334000094003, -87.66057600000191)",59,70,21554,557,31,17
SR22-02192215,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/27/2022 04:30:23 PM,02/28/2023 07:05:13 AM,02/28/2023 07:05:13 AM,5640 S TROY ST,,,,5640,S,TROY,ST,false,false,,,63,14,,I035,2,08,0824,5,,16,3,12,1156268.777958484,1866887.165867924,41.790528001,-87.7025475,"(41.79052800094012, -87.70254750000191)",58,61,21867,764,8,14
SR22-02190427,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Canceled,Internet,12/27/2022 12:01:08 PM,01/08/2023 07:12:40 PM,01/08/2023 07:12:40 PM,3221 W MONTROSE AVE,,,,3221,W,MONTROSE,AVE,false,false,,,16,33,,H012,2,17,1724,15,,12,3,12,1154013.03503962,1929002.442874722,41.961024001,-87.7091625,"(41.96102400094072, -87.70916250000192)",39,16,21538,56,20,33
SR22-02189598,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/27/2022 10:04:30 AM,02/14/2023 06:50:53 AM,02/14/2023 06:50:53 AM,10638 S PRAIRIE AVE,,,,10638,S,PRAIRIE,AVE,false,false,,,49,9,,Q047,1,05,0512,32,,10,3,12,1179724.931126874,1834316.185872844,41.700645001,-87.6175335,"(41.70064500093981, -87.61753350000193)",19,45,21861,236,43,11
SR22-02188916,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/27/2022 08:08:38 AM,12/27/2022 08:19:11 AM,12/27/2022 08:19:11 AM,8529 S THROOP ST,,,,8529,S,THROOP,ST,false,false,,,71,17,,M042,1,06,0613,33,,8,3,12,1169226.867498339,1848088.021644634,41.738670001,-87.6555765,"(41.738670000939976, -87.65557650000191)",59,70,21554,531,13,17
SR22-02188404,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/27/2022 01:21:42 AM,01/10/2023 09:34:15 AM,01/10/2023 09:34:15 AM,7630 S PHILLIPS AVE,,,,7630,S,PHILLIPS,AVE,false,false,,,43,7,,W040,2,04,0421,11,,1,3,12,1193775.926645414,1854696.324254555,41.756238001,-87.565419,"(41.75623800094, -87.5654190000019)",24,39,22538,245,37,5
SR22-02188348,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Mobile Device,12/27/2022 12:08:00 AM,12/28/2022 06:37:27 AM,12/28/2022 06:37:27 AM,3535 N ORIOLE AVE,,,,3535,N,ORIOLE,AVE,false,false,,,17,38,,X114,3,16,1631,6,,0,3,12,1124876.612979426,1922724.503840522,41.944329001,-87.8164245,"(41.94432900094066, -87.81642450000192)",52,17,22254,458,19,38
SR22-02188253,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/26/2022 10:46:13 PM,01/27/2023 04:46:10 PM,01/27/2023 04:46:10 PM,2831 S ST LOUIS AVE,,,,2831,S,ST LOUIS,AVE,false,false,,,30,22,,H028,3,10,1032,11,,22,2,12,1153561.848006768,1884830.493318885,41.839821001,-87.7119975,"(41.839821000940304, -87.7119975000019)",57,32,21569,312,28,22
SR22-02187415,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/26/2022 05:52:45 PM,12/27/2022 05:56:58 PM,12/27/2022 05:56:58 PM,1541 N BOSWORTH AVE,,,,1541,N,BOSWORTH,AVE,false,false,,,24,1,,M019,3,14,1433,8,,17,2,12,1165844.721132732,1910514.730924885,41.910048001,-87.666192,"(41.91004800094057, -87.6661920000019)",49,25,22620,483,11,1
SR22-02187331,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/26/2022 05:19:20 PM,12/27/2022 01:37:15 AM,12/27/2022 01:37:15 AM,635 W 46TH PL,,,,635,W,46TH,PL,false,false,,,61,15,,O032,2,09,0925,12,,17,2,12,1172694.879324173,1873979.645290182,41.809644001,-87.642108,"(41.809644000940196, -87.6421080000019)",37,59,14924,123,48,15
SR22-02187114,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/26/2022 04:24:45 PM,01/03/2023 08:08:33 AM,01/03/2023 08:08:33 AM,923 N FRANCISCO AVE,,,,923,N,FRANCISCO,AVE,false,false,,,24,26,,I020,1,12,1211,21,,16,2,12,1156937.009923616,1906350.700535289,41.898807001,-87.6990285,"(41.8988070009405, -87.69902850000192)",4,25,21560,544,49,26
SR22-02185566,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/26/2022 09:02:08 AM,01/27/2023 07:32:35 PM,01/27/2023 07:32:35 PM,5956 S JUSTINE ST,,,,5956,S,JUSTINE,ST,true,false,,SR22-02184423,67,16,,M036,1,07,0713,5,,9,2,12,1166955.524395402,1865006.727475104,41.785146001,-87.6634155,"(41.78514600094014, -87.6634155000019)",23,65,22257,277,2,16
SR22-02185546,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/26/2022 08:55:15 AM,12/27/2022 03:52:54 PM,12/27/2022 03:52:54 PM,4329 N MOBILE AVE,,,,4329,N,MOBILE,AVE,false,false,,,15,38,,A012,2,16,1624,15,,8,2,12,1133653.527308094,1928252.998531739,41.959350001,-87.7840335,"(41.959350000940724, -87.7840335000019)",52,15,22254,131,19,38
SR22-02185474,Low Water Pressure Complaint,WBK,DWM - Department of Water Management,DWM - Department of Water Management,Completed,Phone Call,12/26/2022 08:20:40 AM,01/11/2023 07:32:53 PM,01/11/2023 07:32:53 PM,7052 S FAIRFIELD AVE,,,,7052,S,FAIRFIELD,AVE,false,false,,,66,17,,J038,3,08,0831,17,,8,2,12,1159185.650744822,1857541.890018056,41.764824001,-87.6921075,"(41.76482400094006, -87.6921075000019)",58,64,21867,383,31,17
SR22-02182282,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/24/2022 03:46:39 PM,12/24/2022 05:18:12 PM,12/24/2022 05:18:12 PM,1618 N BOSWORTH AVE,,,,1618,N,BOSWORTH,AVE,false,false,,,24,32,,M018,3,14,1433,35,,15,7,12,1165682.096050647,1910949.680661313,41.911245001,-87.666777,"(41.91124500094055, -87.6667770000019)",49,25,22620,109,40,32
SR22-02182029,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/24/2022 02:33:55 PM,12/26/2022 01:42:09 AM,12/26/2022 01:42:09 AM,7821 S MUSKEGON AVE,,,,7821,S,MUSKEGON,AVE,true,false,,SR22-02181872,43,7,,X040,2,04,0421,17,,14,7,12,1196558.919146688,1853553.723284859,41.753034001,-87.555258,"(41.75303400093998, -87.55525800000191)",24,39,22538,246,37,5
SR22-02182009,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/24/2022 02:27:10 PM,01/11/2023 10:30:45 AM,01/11/2023 10:30:45 AM,7447 S ELLIS AVE,,,,7447,S,ELLIS,AVE,false,false,,,69,6,,S039,2,03,0323,26,,14,7,12,1184259.78498801,1855679.233865395,41.759163001,-87.6002625,"(41.75916300094002, -87.60026250000192)",61,67,21546,121,35,4
SR22-02181958,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Mobile Device,12/24/2022 02:14:39 PM,12/26/2022 01:42:09 AM,12/26/2022 01:42:09 AM,7821 S MUSKEGON AVE,,,,7821,S,MUSKEGON,AVE,true,false,,SR22-02181872,43,7,,X040,2,04,0421,17,,14,7,12,1196558.919146688,1853553.723284859,41.753034001,-87.555258,"(41.75303400093998, -87.55525800000191)",24,39,22538,246,37,5
SR22-02181872,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/24/2022 01:49:31 PM,12/26/2022 01:42:09 AM,12/26/2022 01:42:09 AM,7821 S MUSKEGON AVE,,,,7821,S,MUSKEGON,AVE,false,false,,,43,7,,X040,2,04,0421,17,,13,7,12,1196558.919146688,1853553.723284859,41.753034001,-87.555258,"(41.75303400093998, -87.55525800000191)",24,39,22538,246,37,5
SR22-02181761,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/24/2022 12:59:29 PM,12/24/2022 03:45:13 PM,12/24/2022 03:45:13 PM,824 W 51ST PL,,,,824,W,51ST,PL,false,false,,,61,20,,N034,3,09,0934,2,,12,7,12,1171539.072423558,1870766.053616185,41.800851001,-87.6464415,"(41.80085100094016, -87.64644150000191)",37,59,14924,768,4,20
SR22-02181036,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Internet,12/24/2022 04:14:11 AM,01/03/2023 08:01:08 AM,01/03/2023 08:01:08 AM,1141 S AUSTIN AVE,,,,1141,S,AUSTIN,AVE,false,false,,,25,29,,B024,1,15,1513,22,,4,7,12,1136631.542046714,1894281.04596689,41.866074001,-87.7738995,"(41.866074000940394, -87.77389950000192)",32,26,22216,61,7,29
SR22-02180467,Low Water Pressure Complaint,WBK,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/23/2022 07:24:30 PM,12/27/2022 09:47:12 PM,12/27/2022 09:47:12 PM,8817 S RACINE AVE,,,,8817,S,RACINE,AVE,false,false,,,71,21,,N043,2,22,2222,50,,19,6,12,1169963.673696111,1846240.797221368,41.733585001,-87.6529305,"(41.73358500093992, -87.65293050000191)",59,70,21554,533,13,21
