SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Boundaries - Wards (2023-)
SR22-02209475,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 02:36:28 PM,12/30/2022 08:52:32 PM,12/30/2022 08:52:32 PM,5064 W VAN BUREN ST,,,,5064,W,VAN BUREN,ST,false,false,,,25,29,,D023,3,15,1533,2,,14,6,12,1142602.986821974,1897562.897063628,41.874970949,-87.75189594,"(41.87497094880847, -87.75189593956895)",32,26,22216,184,7,29
SR22-02209357,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/30/2022 02:22:08 PM,12/30/2022 02:42:46 PM,12/30/2022 02:42:46 PM,5115 N SPRINGFIELD AVE,,,,5115,N,SPRINGFIELD,AVE,false,false,,,14,39,,G010,1,17,1712,29,,14,6,12,1149516.573535379,1933775.030846466,41.974209001,-87.7255695,"(41.97420900094075, -87.7255695000019)",20,14,21849,127,38,39
SR22-02209289,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/30/2022 02:14:05 PM,12/30/2022 02:47:35 PM,12/30/2022 02:47:35 PM,5951 S HERMITAGE AVE,,,,5951,S,HERMITAGE,AVE,false,false,,,67,15,,L036,1,07,0714,20,,14,6,12,1165766.068787878,1865027.007750683,41.785227001,-87.667776,"(41.78522700094008, -87.66777600000191)",23,65,22257,276,3,15
SR22-02208901,No Water Complaint,WBJ,,DWM - Department of Water Management,Completed,Internet,12/30/2022 01:33:56 PM,01/01/2023 04:31:43 PM,01/01/2023 04:31:43 PM,6414 S EVANS AVE,,,,6414,S,EVANS,AVE,false,false,,,42,20,,R037,1,03,0312,33,,13,6,12,1182248.249462501,1862552.964646509,41.778072001,-87.607422,"(41.778072000940085, -87.60742200000192)",60,9,22260,332,4,20
SR22-02208720,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/30/2022 01:17:32 PM,12/31/2022 10:07:40 AM,12/31/2022 10:07:40 AM,6046 W MELROSE ST,,,,6046,W,MELROSE,ST,true,false,,SR22-02208702,17,30,,A014,3,16,1633,21,,13,6,12,1135318.298899286,1921051.538901016,41.939559001,-87.7780845,"(41.939559000940655, -87.77808450000191)",52,17,22254,459,21,30
SR22-02208494,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 12:53:23 PM,12/30/2022 02:35:56 PM,12/30/2022 02:35:56 PM,9143 S COTTAGE GROVE AVE,,,,9143,S,COTTAGE GROVE,AVE,false,false,,,44,8,,S044,3,06,0633,15,,12,6,12,1183182.326803259,1844333.908703512,41.728055318,-87.604563436,"(41.7280553176196, -87.6045634356048)",61,40,21546,429,35,10
SR22-02208346,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/30/2022 12:37:54 PM,12/30/2022 12:48:48 PM,12/30/2022 12:48:48 PM,3945 N BROADWAY,,,,3945,N,BROADWAY,,false,false,,,6,46,,N013,2,19,1923,38,,12,6,12,1170104.356965976,1926599.731156827,41.954094001,-87.650073,"(41.95409400094069, -87.6500730000019)",53,57,21186,83,39,46
SR22-02208336,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 12:36:55 PM,12/30/2022 12:56:53 PM,12/30/2022 12:56:53 PM,4745 W MAYPOLE AVE,,,,4745,W,MAYPOLE,AVE,false,false,,,25,28,,E022,1,11,1113,21,,12,6,12,1144515.514143092,1900932.579729563,41.884182001,-87.744789,"(41.884182000940456, -87.74478900000192)",32,26,22216,696,23,28
SR22-02208298,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 12:31:51 PM,12/31/2022 10:59:46 AM,12/31/2022 10:59:46 AM,3204 N OAKLEY AVE,,,,3204,N,OAKLEY,AVE,false,false,,,5,32,,K014,2,19,1921,19,,12,6,12,1160455.840313523,1921269.660642845,41.939673583,-87.685690161,"(41.939673582728844, -87.68569016113148)",39,46,21538,615,40,32
SR22-02208107,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 12:07:59 PM,01/01/2023 04:28:40 PM,01/01/2023 04:28:40 PM,5606 S WABASH AVE,,,,5606,S,WABASH,AVE,false,false,,,40,20,,Q035,2,02,0225,31,,12,6,12,1177549.211724931,1867787.626191111,41.792544001,-87.6244905,"(41.792544000940126, -87.6244905000019)",60,7,22260,403,4,20
SR22-02207560,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 10:49:26 AM,03/14/2023 04:36:26 PM,12/30/2022 11:50:23 AM,501 N CENTRAL AVE,,,,501,N,CENTRAL,AVE,false,false,,,25,37,,C021,2,15,1523,37,,10,6,12,1139087.696098227,1902837.586128556,41.889510001,-87.7646745,"(41.88951000094047, -87.76467450000192)",32,26,22216,673,45,37
SR22-02207452,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/30/2022 10:37:44 AM,12/30/2022 12:08:44 PM,12/30/2022 12:08:44 PM,9518 S GREENWOOD AVE,,,,9518,S,GREENWOOD,AVE,false,false,,,50,8,,S045,1,05,0511,22,,10,6,12,1185143.191381735,1841970.837887936,41.721525001,-87.5974545,"(41.721525000939906, -87.5974545000019)",19,47,21861,643,35,10
SR22-02207248,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 10:12:38 AM,12/30/2022 10:22:07 AM,12/30/2022 10:22:07 AM,5200 N SHERIDAN RD,,,,5200,N,SHERIDAN,RD,false,false,,,77,48,,N009,2,20,2023,28,,10,6,12,1168531.454295223,1934790.13319276,41.976603001,-87.655617,"(41.976603000940784, -87.6556170000019)",15,76,22616,93,16,48
SR22-02207135,No Water Complaint,WBJ,,DWM - Department of Water Management,Canceled,Internet,12/30/2022 09:58:46 AM,12/30/2022 10:32:03 AM,12/30/2022 10:32:03 AM,1131 S TROY ST,,,,1131,S,TROY,ST,false,false,,,29,24,,I024,3,11,1134,40,,9,6,12,1155612.219817032,1894871.604990671,41.867334001,-87.7042035,"(41.86733400094039, -87.7042035000019)",28,30,21184,35,14,24
SR22-02207091,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 09:53:42 AM,12/31/2022 03:28:55 PM,12/31/2022 03:28:55 PM,3234 W BEACH AVE,,,,3234,W,BEACH,AVE,false,false,,,23,26,,H019,2,14,1422,12,,9,6,12,1154386.304600005,1909533.040459038,41.907591001,-87.708312,"(41.90759100094053, -87.7083120000019)",5,24,4299,455,49,26
SR22-02206816,No Water Complaint,WBJ,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,12/30/2022 09:15:36 AM,12/30/2022 09:54:06 AM,12/30/2022 09:54:06 AM,3649 W DOUGLAS BLVD,,,,3649,W,DOUGLAS,BLVD,false,false,,,29,24,,G025,1,10,1011,34,,9,6,12,1152087.550759567,1892904.429664017,41.862006001,-87.717195,"(41.8620060009404, -87.71719500000191)",57,30,21569,33,14,24
SR22-02206794,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 09:12:49 AM,12/30/2022 09:33:03 AM,12/30/2022 09:33:03 AM,2309 E 79TH ST,,,,2309,E,79TH,ST,false,false,,,46,7,,V041,1,04,0414,15,,9,6,12,1193023.992359102,1852951.337914503,41.751468001,-87.5682315,"(41.75146800094004, -87.56823150000191)",25,42,21202,507,37,5
SR22-02206779,No Water Complaint,WBJ,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,12/30/2022 09:09:29 AM,12/30/2022 09:41:47 AM,12/30/2022 09:41:47 AM,1442 S AVERS AVE,,,,1442,S,AVERS,AVE,false,false,,,29,24,,G025,1,10,1011,24,,9,6,12,1150874.601432622,1892639.936415662,41.861304001,-87.7216545,"(41.86130400094036, -87.7216545000019)",57,30,21569,33,14,24
SR22-02206691,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 08:57:59 AM,12/30/2022 09:06:13 AM,12/30/2022 09:06:13 AM,4534 S DREXEL AVE,,,,4534,S,DREXEL,AVE,false,false,,,39,4,,S032,2,02,0221,34,,8,6,12,1182689.476485051,1874954.267379635,41.812092001,-87.6054195,"(41.8120920009402, -87.6054195000019)",36,5,4301,398,10,9
SR22-02206625,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 08:48:12 AM,03/14/2023 04:36:26 PM,12/30/2022 08:56:01 AM,501 N CENTRAL AVE,,,,501,N,CENTRAL,AVE,false,false,,,25,37,,C021,2,15,1523,37,,8,6,12,1139087.696098227,1902837.586128556,41.889510001,-87.7646745,"(41.88951000094047, -87.76467450000192)",32,26,22216,673,45,37
SR22-02206505,No Water Complaint,WBJ,DWM - Department of Water Management,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 08:28:09 AM,12/30/2022 10:59:04 AM,12/30/2022 10:59:04 AM,701 S CARPENTER ST,,,,701,S,CARPENTER,ST,false,false,,,28,34,,N024,3,12,1232,7,,8,6,12,1169708.471692598,1896904.398960952,41.872617001,-87.652395,"(41.872617000940394, -87.6523950000019)",44,29,14917,87,48,34
SR22-02206316,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/30/2022 08:01:28 AM,12/30/2022 08:52:17 AM,12/30/2022 08:52:17 AM,3522 W JACKSON BLVD,,,,3522,W,JACKSON,BLVD,false,false,,,27,28,,H023,2,11,1123,25,,8,6,12,1152793.326065418,1898560.516082835,41.877513001,-87.7144545,"(41.87751300094042, -87.71445450000192)",30,28,21572,783,23,28
SR22-02206001,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/30/2022 07:12:43 AM,12/30/2022 07:46:15 AM,12/30/2022 07:46:15 AM,7932 S KINGSTON AVE,,,,7932,S,KINGSTON,AVE,false,false,,,46,7,,W041,2,04,0422,19,,7,6,12,1194480.049541843,1852718.347169255,41.750793001,-87.5629035,"(41.75079300094001, -87.56290350000191)",25,42,21202,478,37,5
SR22-02205143,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 10:28:33 PM,12/29/2022 10:42:36 PM,12/29/2022 10:42:36 PM,45 N MAYFIELD AVE,,,,45,N,MAYFIELD,AVE,false,false,,,25,29,,B022,1,15,1513,20,,22,5,12,1137170.636370302,1899923.920899737,41.881549167,-87.771784883,"(41.881549167056434, -87.77178488257512)",32,26,22216,618,7,29
SR22-02205082,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 10:04:46 PM,12/30/2022 09:40:18 AM,12/30/2022 09:40:18 AM,1622 W PIERCE AVE,,,,1622,W,PIERCE,AVE,false,false,,,24,1,,L019,3,14,1433,7,,22,5,12,1165173.533699289,1910502.960482754,41.910030001,-87.668658,"(41.91003000094054, -87.6686580000019)",4,25,21560,482,11,1
SR22-02204827,No Water Complaint,WBJ,,DWM - Department of Water Management,Completed,Internet,12/29/2022 08:14:51 PM,12/30/2022 08:49:17 PM,12/30/2022 08:49:17 PM,7958 S CHAPPEL AVE,,,,7958,S,CHAPPEL,AVE,false,false,,,46,8,,V041,1,04,0414,53,,20,5,12,1191171.066646532,1852377.371209836,41.749938001,-87.57504,"(41.74993800093999, -87.5750400000019)",25,42,21202,507,35,10
SR22-02204568,No Water Complaint,WBJ,,DWM - Department of Water Management,Completed,Internet,12/29/2022 07:00:10 PM,01/16/2023 03:17:28 PM,01/16/2023 03:17:28 PM,3828 S HONORE ST,,,,3828,S,HONORE,ST,false,false,,,59,12,,L030,1,09,0912,19,,19,5,12,1164572.184290202,1879176.437826302,41.824080001,-87.671754,"(41.824080000940235, -87.6717540000019)",37,56,14924,720,1,12
SR22-02204198,No Water Complaint,WBJ,,DWM - Department of Water Management,Canceled,Internet,12/29/2022 05:54:04 PM,12/29/2022 06:35:45 PM,12/29/2022 06:35:45 PM,7932 S WABASH AVE,,,,7932,S,WABASH,AVE,false,false,,,44,6,,Q041,2,06,0623,41,,17,5,12,1177889.225307968,1852309.988604072,41.750064001,-87.623712,"(41.750064000939986, -87.62371200000192)",61,40,21546,406,32,4
SR22-02203888,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 04:48:58 PM,12/30/2022 10:34:53 AM,12/30/2022 10:34:53 AM,8855 S WALLACE ST,,,,8855,S,WALLACE,ST,false,false,,,71,21,,O043,2,22,2223,11,,16,5,12,1173939.6242777,1845957.711621925,41.732721001,-87.638373,"(41.73272100093992, -87.6383730000019)",59,70,21554,608,13,21
SR22-02203744,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Open,Phone Call,12/29/2022 04:19:44 PM,01/01/2023 04:35:12 PM,,8048 S MARQUETTE AVE,,,,8048,S,MARQUETTE,AVE,false,false,,,46,7,,W041,2,04,0422,20,,16,5,12,1195506.461629907,1851924.011943017,41.748588001,-87.5591685,"(41.74858800094002, -87.55916850000192)",25,42,21202,244,37,5
SR22-02203335,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/29/2022 03:14:15 PM,03/14/2023 04:36:26 PM,12/29/2022 05:33:27 PM,501 N CENTRAL AVE,,,,501,N,CENTRAL,AVE,false,false,,,25,37,,C021,2,15,1523,37,,15,5,12,1139087.696098227,1902837.586128556,41.889510001,-87.7646745,"(41.88951000094047, -87.76467450000192)",32,26,22216,673,45,37
SR22-02203224,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 02:57:49 PM,01/01/2023 04:50:15 PM,01/01/2023 04:50:15 PM,7855 S ESCANABA AVE,,,,7855,S,ESCANABA,AVE,false,false,,,43,7,,X040,2,04,0421,17,,14,5,12,1196908.514671061,1853203.22042608,41.752063513,-87.553988532,"(41.75206351253929, -87.55398853230932)",24,39,22538,246,37,5
SR22-02202834,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 02:15:33 PM,12/30/2022 10:56:57 AM,12/30/2022 10:56:57 AM,8830 S HOUSTON AVE,,,,8830,S,HOUSTON,AVE,false,false,,,46,10,,X043,2,04,0424,18,,14,5,12,1197980.360685129,1846869.281998877,41.734656001,-87.550272,"(41.73465600093991, -87.5502720000019)",25,42,21202,509,47,6
SR22-02202789,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 02:10:14 PM,12/29/2022 06:38:04 PM,12/29/2022 06:38:05 PM,1120 W 19TH PL,,,,1120,W,19TH,PL,false,false,,,31,25,,N026,3,12,1235,12,,14,5,12,1169309.919227066,1890889.390809905,41.856120001,-87.654033,"(41.85612000094037, -87.6540330000019)",43,33,14920,251,26,25
SR22-02202487,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 01:32:00 PM,12/30/2022 12:56:32 PM,12/30/2022 12:56:32 PM,1236 S SPRINGFIELD AVE,,,,1236,S,SPRINGFIELD,AVE,false,false,,,29,24,,G025,1,10,1011,28,,13,5,12,1150499.515486692,1894014.758687699,41.865084001,-87.7229955,"(41.86508400094039, -87.72299550000191)",57,30,21569,33,14,24
SR22-02202229,No Water Complaint,WBJ,,DWM - Department of Water Management,Completed,Mobile Device,12/29/2022 01:01:05 PM,12/29/2022 04:51:58 PM,12/29/2022 04:51:58 PM,6606 S WASHTENAW AVE,,,,6606,S,WASHTENAW,AVE,false,false,,,66,16,,J037,3,08,0831,6,,13,5,12,1159438.610063329,1860659.499652471,41.773374001,-87.691095,"(41.77337400094006, -87.69109500000191)",58,64,21867,382,31,16
SR22-02202097,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/29/2022 12:46:27 PM,12/29/2022 02:54:37 PM,12/29/2022 02:54:37 PM,7200 S PRAIRIE AVE,,,,7200,S,PRAIRIE,AVE,false,false,,,69,6,,Q039,2,03,0323,32,,12,5,12,1179188.899149153,1857286.285189284,41.763690001,-87.618798,"(41.763690000940024, -87.6187980000019)",61,67,21546,474,32,4
SR22-02201946,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/29/2022 12:29:55 PM,12/29/2022 02:51:46 PM,12/29/2022 02:51:46 PM,8250 S RHODES AVE,,,,8250,S,RHODES,AVE,false,false,,,44,6,,R041,3,06,0631,45,,12,5,12,1181264.306182352,1850206.229887678,41.744214001,-87.611409,"(41.74421400093997, -87.6114090000019)",61,40,21546,140,32,4
SR22-02201824,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 12:17:59 PM,12/29/2022 01:19:52 PM,12/29/2022 01:19:52 PM,3943 N BROADWAY,,,,3943,N,BROADWAY,,false,false,,,6,46,,N013,2,19,1923,38,,12,5,12,1170111.858129915,1926580.111915707,41.954040001,-87.650046,"(41.95404000094069, -87.65004600000192)",53,57,21186,83,39,46
SR22-02201821,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 12:17:47 PM,12/29/2022 01:17:56 PM,12/29/2022 01:17:56 PM,3945 N BROADWAY,,,,3945,N,BROADWAY,,false,false,,,6,46,,N013,2,19,1923,38,,12,5,12,1170104.356965976,1926599.731156827,41.954094001,-87.650073,"(41.95409400094069, -87.6500730000019)",53,57,21186,83,39,46
SR22-02201813,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 12:17:30 PM,12/29/2022 01:18:48 PM,12/29/2022 01:18:48 PM,3939 N BROADWAY,,,,3939,N,BROADWAY,,false,false,,,6,46,,N013,2,19,1923,38,,12,5,12,1170141.549075245,1926540.99056739,41.953932001,-87.649938,"(41.95393200094073, -87.6499380000019)",53,57,21186,83,39,46
SR22-02201484,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 11:34:55 AM,12/29/2022 12:16:39 PM,12/29/2022 12:16:39 PM,6482 N NEWARK AVE,,,,6482,N,NEWARK,AVE,false,false,,,10,41,,Y106,1,16,1611,11,,11,5,12,1129312.954383995,1942840.209593074,41.999454001,-87.7996575,"(41.999454000940865, -87.7996575000019)",17,36,22243,657,29,41
SR22-02201391,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 11:24:47 AM,12/29/2022 05:41:46 PM,12/29/2022 05:41:46 PM,6430 S ASHLAND AVE,,,,6430,S,ASHLAND,AVE,false,false,,,67,15,,L037,2,07,0725,22,,11,5,12,1166667.671095125,1861934.657142627,41.776722001,-87.6645585,"(41.77672200094006, -87.66455850000192)",23,65,22257,280,3,15
SR22-02201329,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 11:16:31 AM,12/30/2022 12:41:57 PM,12/30/2022 12:41:57 PM,4223 S WASHTENAW AVE,,,,4223,S,WASHTENAW,AVE,false,false,,,58,12,,J031,2,09,0921,9,,11,5,12,1159137.961973412,1876436.00015502,41.816673001,-87.6917655,"(41.81667300094021, -87.69176550000192)",56,55,22248,641,3,12
SR22-02201218,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 11:02:25 AM,12/30/2022 11:43:58 AM,12/30/2022 11:43:58 AM,1709 W 78TH ST,,,,1709,W,78TH,ST,false,false,,,71,17,,L040,1,06,0611,38,,11,5,12,1166256.652760819,1852946.55751798,41.7520662,-87.666320788,"(41.75206620039717, -87.66632078842508)",59,70,21554,573,31,17
SR22-02201209,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 11:01:17 AM,01/01/2023 04:13:42 PM,01/01/2023 04:13:42 PM,237 W 108TH PL,,,,237,W,108TH,PL,false,false,,,49,9,,P048,1,05,0513,39,,11,5,12,1176471.01519077,1832915.168570964,41.696874001,-87.62949,"(41.696874000939786, -87.62949000000191)",19,45,21861,524,22,11
SR22-02201185,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 10:57:26 AM,12/29/2022 11:50:27 AM,12/29/2022 11:50:27 AM,3142 W CERMAK RD,,,,3142,W,CERMAK,RD,false,false,,,30,24,,I026,2,10,1022,39,,10,5,12,1155556.33967035,1889279.219507924,41.851989001,-87.704559,"(41.85198900094035, -87.70455900000192)",57,32,21569,201,14,24
SR22-02201181,No Water Complaint,WBJ,,DWM - Department of Water Management,Completed,Internet,12/29/2022 10:57:01 AM,12/29/2022 11:38:58 AM,12/29/2022 11:38:58 AM,1712 N ROCKWELL ST,,,,1712,N,ROCKWELL,ST,false,false,,,24,26,,J018,2,14,1421,31,,10,5,12,1158700.516131592,1911368.758019494,41.912541001,-87.6924135,"(41.91254100094055, -87.6924135000019)",1,25,22535,299,41,26
SR22-02201047,No Water Complaint,WBJ,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2022 10:35:57 AM,12/29/2022 12:49:27 PM,12/29/2022 12:49:27 PM,4111 S DREXEL AVE,,,,4111,S,DREXEL,AVE,false,false,,,36,4,,S031,1,02,0214,7,,10,5,12,1183051.576047661,1877679.566742128,41.819562001,-87.6040065,"(41.81956200094023, -87.6040065000019)",36,2,4301,220,10,9
