SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Boundaries - Wards (2023-)
SR22-02046994,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,11/28/2022 12:38:04 PM,01/12/2023 09:39:20 AM,01/12/2023 09:39:20 AM,111 N CANAL ST,,,,111,N,CANAL,ST,false,false,,,28,42,,O022,2,01,0121,41,,12,2,11,1173226.029384612,1901015.925950014,41.883822001,-87.6393585,"(41.883822000940455, -87.6393585000019)",46,29,14914,784,36,42
SR22-02006850,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/18/2022 06:26:38 PM,01/05/2023 10:30:15 AM,01/05/2023 10:30:15 AM,7240 S STONY ISLAND AVE,,,,7240,S,STONY ISLAND,AVE,false,false,,,43,7,,T039,2,03,0324,1,,18,6,11,1187783.390879179,1857136.227525449,41.763078001,-87.5873025,"(41.76307800094005, -87.5873025000019)",61,39,21546,451,37,5
SR22-01999068,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,11/17/2022 12:34:09 PM,11/17/2022 12:53:48 PM,,710 E 47TH ST,,,,710,E,47TH,ST,false,false,,,38,4,,R032,2,02,0221,12,,12,5,11,1181838.968682109,1874117.292201344,41.809815001,-87.608565,"(41.80981500094021, -87.6085650000019)",36,4,4301,165,10,9
SR22-01994075,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,11/16/2022 01:59:45 PM,01/05/2023 09:47:56 AM,01/05/2023 09:47:56 AM,715 W BARRY AVE,,,,715,W,BARRY,AVE,false,false,,,6,44,,O015,3,19,1934,6,,13,4,11,1170869.937130295,1920570.945000803,41.937534001,-87.647436,"(41.93753400094064, -87.6474360000019)",22,57,4449,682,25,44
SR22-01906107,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,10/31/2022 12:06:48 PM,11/04/2022 03:03:31 PM,,333 S MICHIGAN AVE,,,60604,333,S,MICHIGAN,AVE,false,false,,,32,42,,Q023,1,01,0114,33,,12,2,10,1177353.951697,1898744.689066,41.877497,-87.624269456,"(41.87749700008328, -87.62426945587104)",29,38,14912,367,36,42
SR22-01905710,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,10/31/2022 11:17:33 AM,11/04/2022 02:59:14 PM,,2444 N ELSTON AVE,,,60647,2444,N,ELSTON,AVE,false,false,,,22,32,,K016,3,14,1432,37,,11,2,10,1162378.989709,1916268.93512,41.925911197,-87.67876234,"(41.92591119703592, -87.67876233968103)",1,23,22535,240,40,32
SR22-01905520,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/31/2022 10:56:46 AM,09/29/2023 09:39:30 AM,09/29/2023 09:39:30 AM,4600 W PALMER ST,,,60639,4600,W,PALMER,ST,false,false,,,19,26,,E017,2,25,2522,11,,10,2,10,1145223.366196,1914257.105648,41.920732604,-87.741852296,"(41.92073260351743, -87.74185229560987)",2,19,22615,289,44,26
SR22-01905182,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,10/31/2022 10:16:51 AM,12/01/2022 10:12:24 AM,12/01/2022 10:12:24 AM,3600 S KOSTNER AVE,,,60632,3600,S,KOSTNER,AVE,false,false,,,30,22,,E030,3,10,1031,16,,10,2,10,1147091.764821,1880314.215883,41.827553692,-87.735855457,"(41.82755369198625, -87.73585545719585)",56,32,22248,200,28,22
SR22-01893623,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,10/28/2022 12:27:20 PM,10/31/2022 12:02:36 PM,10/31/2022 12:02:36 PM,6601 N RIDGE BLVD,,,60626,6601,N,RIDGE,BLVD,false,false,,,1,50,,L006,3,24,2432,28,,12,6,10,1162719.763377,1943573.3373,42.000828588,-87.676741345,"(42.000828588029634, -87.67674134500069)",9,10,21853,242,27,40
SR22-01889256,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/27/2022 02:33:34 PM,12/06/2022 11:45:32 AM,12/06/2022 11:45:32 AM,7435 W TALCOTT AVE,,,60631,7435,W,TALCOTT,AVE,false,false,,,10,41,,X108,1,16,1612,20,,14,5,10,1125684.818672,1938465.270757,41.987510014,-87.813102526,"(41.98751001367473, -87.81310252597227)",17,36,22243,734,29,41
SR22-01848293,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,10/20/2022 10:30:57 AM,12/06/2022 11:12:05 AM,12/06/2022 11:12:05 AM,616 E 103RD ST,,,60628,616,E,103RD,ST,false,false,,,49,9,,R046,1,05,0511,13,,10,5,10,1182235.342966,1836880.800441,41.707625015,-87.608262313,"(41.70762501458452, -87.6082623127315)",19,45,21861,570,43,11
SR22-01828410,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,10/17/2022 10:57:28 AM,06/05/2023 10:20:08 AM,06/05/2023 10:20:08 AM,6410 N CLARK ST,,,60626,6410,N,CLARK,ST,false,false,,,1,40,,L006,3,24,2432,37,,10,2,10,1164293.913769,1942713.453301,41.998435774,-87.670974821,"(41.99843577447627, -87.6709748207776)",9,10,4451,242,24,40
SR22-01735545,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,09/30/2022 03:01:45 PM,11/16/2022 11:35:06 AM,11/16/2022 11:35:06 AM,7353 S CICERO AVE,,,60629,7353,S,CICERO,AVE,false,false,,,65,18,,E039,3,08,0833,43,,15,6,9,1145876.854771,1855375.138074,41.759139953,-87.740943359,"(41.75913995254271, -87.74094335863468)",58,63,21867,318,30,18
SR22-01726378,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Fax,09/29/2022 10:20:19 AM,12/06/2022 09:37:10 AM,12/06/2022 09:37:10 AM,1653 W CONGRESS PKWY,,,60612,1653,W,CONGRESS,PKWY,false,false,,,28,27,,L023,3,12,1231,10,,10,5,9,1165243.205957,1897782.962302,41.875123887,-87.668763978,"(41.875123886980994, -87.66876397824979)",28,29,21184,90,46,27
SR22-01726158,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Fax,09/29/2022 09:57:54 AM,11/18/2022 09:56:01 AM,11/18/2022 09:56:01 AM,567 W LAKE ST,,,60661,567,W,LAKE,ST,false,false,,,28,42,,O022,2,01,0121,41,,9,5,9,1172407.600932,1901541.174466,41.885281439,-87.642348291,"(41.88528143859905, -87.64234829096422)",45,29,4452,784,36,34
SR22-01700590,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,09/25/2022 08:32:47 AM,11/02/2022 10:52:35 AM,11/02/2022 10:52:35 AM,9516 S HALSTED ST,,,60628,9516,S,HALSTED,ST,false,false,,,73,21,,N045,2,22,2223,41,,8,1,9,1172520.732876,1841678.745761,41.721010238,-87.643696619,"(41.72101023837764, -87.64369661905215)",13,72,21861,592,13,21
SR22-01651956,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,09/16/2022 04:41:51 PM,12/06/2022 08:07:03 AM,12/06/2022 08:07:03 AM,225 N LA SALLE ST,,,60601,225,N,LA SALLE,ST,false,false,,,32,42,,P022,2,01,0122,10,,16,6,9,1175122.555461,1901987.333258,41.886445303,-87.632365209,"(41.886445303065564, -87.63236520920809)",42,38,14309,92,36,42
SR22-01635313,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,09/14/2022 12:00:41 PM,12/06/2022 08:06:22 AM,12/06/2022 08:06:22 AM,1300 W 35TH ST,,,60608,1300,W,35TH,ST,false,false,,,59,12,,M029,1,09,0912,9,,12,4,9,1168104.68595,1881645.904297,41.830781093,-87.658723299,"(41.83078109260453, -87.65872329873078)",43,56,14920,192,1,12
SR22-01532521,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,08/29/2022 03:05:23 PM,12/05/2022 02:59:12 PM,12/05/2022 02:59:12 PM,7435 W TALCOTT AVE,,,60631,7435,W,TALCOTT,AVE,false,false,,,10,41,,X108,1,16,1612,20,,15,2,8,1125684.818672,1938465.270757,41.987510014,-87.813102526,"(41.98751001367473, -87.81310252597227)",17,36,22243,734,29,41
SR22-01508856,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,08/25/2022 12:23:12 PM,12/05/2022 02:54:26 PM,12/05/2022 02:54:26 PM,225 E CHICAGO AVE,,,60611,225,E,CHICAGO,AVE,false,false,,,8,2,,Q021,3,18,1833,10,,12,5,8,1177972.263273,1905660.216267,41.89645952,-87.621788662,"(41.89645951989681, -87.62178866224879)",6,37,21182,158,11,2
SR22-01508088,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,08/25/2022 10:54:06 AM,12/05/2022 02:52:41 PM,12/05/2022 02:52:41 PM,225 E CHICAGO AVE,,,60611,225,E,CHICAGO,AVE,false,false,,,8,2,,Q021,3,18,1833,10,,10,5,8,1177972.263273,1905660.216267,41.89645952,-87.621788662,"(41.89645951989681, -87.62178866224879)",6,37,21182,158,11,2
SR22-01508019,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,08/25/2022 10:48:35 AM,10/05/2022 02:57:26 PM,10/05/2022 02:57:26 PM,225 E CHICAGO AVE,,,60611,225,E,CHICAGO,AVE,false,false,,,8,2,,Q021,3,18,1833,10,,10,5,8,1177972.263273,1905660.216267,41.89645952,-87.621788662,"(41.89645951989681, -87.62178866224879)",6,37,21182,158,11,2
SR22-01486267,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Internet,08/22/2022 07:57:44 AM,10/04/2022 12:54:15 PM,10/04/2022 12:54:15 PM,1920 W DIVISION ST,,,60622,1920,W,DIVISION,ST,false,false,,,24,1,,L019,2,14,1424,5,,7,2,8,1163258.509455,1908086.209261,41.903438767,-87.675761072,"(41.90343876696283, -87.67576107221959)",4,25,21560,481,41,1
SR22-01470870,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,08/19/2022 07:45:58 AM,10/24/2022 10:32:33 AM,10/24/2022 10:32:33 AM,1101 S CANAL ST,,,60607,1101,S,CANAL,ST,false,false,,,28,25,,O024,2,01,0124,27,,7,6,8,1173309.042224,1895575.604015,41.868891555,-87.639215232,"(41.868891554560165, -87.63921523178647)",44,29,14917,97,26,28
SR22-01454194,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,08/16/2022 04:08:25 PM,11/21/2022 03:17:24 PM,11/21/2022 03:17:24 PM,4733 W 76TH ST,,,60652,4733,W,76TH,ST,false,false,,,65,18,,E040,3,08,0833,43,,16,3,8,1145999.595013,1853623.56543,41.754331005,-87.740537747,"(41.754331004706216, -87.74053774738348)",8,63,4300,318,30,18
SR22-01445276,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,08/15/2022 01:33:02 PM,12/05/2022 02:39:27 PM,12/05/2022 02:39:27 PM,5320 S PULASKI RD,,,60632,5320,S,PULASKI,RD,false,false,,,62,23,,F034,1,08,0815,26,,13,2,8,1150106.932557,1868852.05686,41.796041802,-87.725090723,"(41.7960418016297, -87.72509072293417)",56,60,22248,793,6,23
SR22-01439862,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Mobile Device,08/14/2022 02:11:02 PM,10/24/2022 10:34:55 AM,10/24/2022 10:34:55 AM,3721 N CLARK ST,,,60613,3721,N,CLARK,ST,false,false,,,6,44,,N013,2,19,1923,31,,14,1,8,1167945.281125,1924949.449368,41.949612521,-87.65805779,"(41.9496125210983, -87.65805779032365)",53,57,21186,691,25,44
SR22-01422147,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Mobile Device,08/11/2022 10:05:30 AM,09/07/2022 08:54:13 AM,09/07/2022 08:54:13 AM,751 S DEARBORN ST,,,60605,751,S,DEARBORN,ST,false,false,,,32,4,,P024,2,01,0123,17,,10,5,8,1176053.066366,1896869.600514,41.872381035,-87.629102393,"(41.87238103463595, -87.6291023925198)",35,38,14913,12,10,9
SR22-01411586,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Mobile Device,08/09/2022 08:12:06 PM,08/11/2022 10:01:21 AM,08/11/2022 10:01:21 AM,3524 N CLARK ST,,,60657,3524,N,CLARK,ST,false,false,,,6,44,,N014,2,19,1924,38,,20,3,8,1168520.496566,1923688.583069,41.946140196,-87.655980013,"(41.94614019586556, -87.65598001339413)",22,57,4449,211,25,44
SR22-01407110,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,08/09/2022 10:46:52 AM,12/05/2022 02:29:45 PM,12/05/2022 02:29:45 PM,3267 S HALSTED ST,,,60608,3267,S,HALSTED,ST,false,false,,,60,11,,O029,1,09,0915,22,,10,3,8,1171602.716097,1883038.537313,41.834526508,-87.645848005,"(41.83452650767994, -87.64584800502155)",40,58,14920,149,48,7
SR22-01369886,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,08/03/2022 11:33:28 AM,06/13/2023 01:54:38 PM,,3048 W 26TH ST,,,60623,3048,W,26TH,ST,false,false,,,30,25,,I027,3,10,1033,15,,11,4,8,1156226.46507,1886688.789577,41.844867073,-87.702169325,"(41.8448670728552, -87.70216932495973)",57,32,21569,261,1,25
SR22-01369835,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,08/03/2022 11:26:50 AM,05/10/2023 03:02:16 PM,05/10/2023 03:02:16 PM,3048 W 26TH ST,,,60623,3048,W,26TH,ST,false,false,,,30,25,,I027,3,10,1033,15,,11,4,8,1156226.46507,1886688.789577,41.844867073,-87.702169325,"(41.8448670728552, -87.70216932495973)",57,32,21569,261,1,25
SR22-01369795,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,08/03/2022 11:22:04 AM,05/10/2023 03:00:51 PM,05/10/2023 03:00:51 PM,3048 W 26TH ST,,,60623,3048,W,26TH,ST,false,false,,,30,25,,I027,3,10,1033,15,,11,4,8,1156226.46507,1886688.789577,41.844867073,-87.702169325,"(41.8448670728552, -87.70216932495973)",57,32,21569,261,1,25
SR22-01369503,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,08/03/2022 10:41:40 AM,06/06/2023 03:11:08 PM,06/06/2023 03:11:08 PM,3048 W 26TH ST,,,60623,3048,W,26TH,ST,false,false,,,30,25,,I027,3,10,1033,15,,10,4,8,1156226.46507,1886688.789577,41.844867073,-87.702169325,"(41.8448670728552, -87.70216932495973)",57,32,21569,261,1,25
SR22-01314085,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,07/26/2022 03:28:49 PM,08/10/2022 10:10:59 AM,08/10/2022 10:10:59 AM,440 S LA SALLE ST,,,60605,440,S,LA SALLE,ST,false,false,,,32,4,,P023,2,01,0122,13,,15,3,7,1175200.517733,1898166.675186,41.875959441,-87.63219354,"(41.87595944075331, -87.63219354011702)",35,38,14913,92,10,34
SR22-01313785,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,07/26/2022 02:59:16 PM,09/13/2022 09:02:56 AM,09/13/2022 09:02:56 AM,175 W JACKSON BLVD,,,60604,175,W,JACKSON,BLVD,false,false,,,32,42,,P023,2,01,0122,9,,14,3,7,1174922.391737,1898723.45719,41.877493515,-87.633198033,"(41.87749351542554, -87.63319803333751)",29,38,14912,92,36,34
SR22-01307671,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Mobile Device,07/25/2022 09:01:56 PM,08/02/2022 11:25:27 AM,08/02/2022 11:25:27 AM,801 N CLARK ST,,,60610,801,N,CLARK,ST,false,false,,,8,2,,P020,3,18,1832,45,,21,2,7,1175507.658494,1905827.703789,41.896974847,-87.630835569,"(41.89697484661635, -87.63083556905225)",54,37,14926,310,11,2
SR22-01266948,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,07/20/2022 08:33:39 AM,05/09/2023 07:55:15 AM,05/09/2023 07:55:15 AM,11828 S WESTERN AVE,,,60643,11828,S,WESTERN,AVE,false,false,,,75,19,,J050,1,22,2212,47,,8,4,7,1162430.149179,1825993.438699,41.678182892,-87.681091518,"(41.67818289155148, -87.68109151822372)",33,74,22212,379,42,19
SR22-01257495,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,07/18/2022 09:51:59 PM,12/05/2022 01:49:56 PM,12/05/2022 01:49:56 PM,119 N WABASH AVE,,,60602,119,N,WABASH,AVE,false,false,,,32,34,,Q022,1,01,0111,10,,21,2,7,1176808.71143,1901011.729186,41.88373023,-87.626202824,"(41.883730229849085, -87.62620282377988)",41,38,14310,580,36,34
SR22-01243499,Paid Sick Leave Violation,PSL,,BACP - Business Affairs and Consumer Protection,Completed,Internet,07/16/2022 03:36:49 PM,07/18/2022 08:10:27 AM,07/18/2022 08:10:27 AM,1453 E HYDE PARK BLVD,,,60615,1453,E,HYDE PARK,BLVD,false,false,,,41,4,,T034,3,02,0234,27,,15,7,7,1186877.242503,1871405.106682,41.802254491,-87.590171651,"(41.80225449077572, -87.59017165104277)",10,8,21192,405,10,9
SR22-01231957,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,07/14/2022 03:23:01 PM,07/25/2022 01:16:32 PM,07/25/2022 01:16:32 PM,1401 N CALIFORNIA AVE,,,60622,1401,N,CALIFORNIA,AVE,false,false,,,24,1,,J019,2,14,1423,24,,15,5,7,1157504.25251,1909220.360561,41.906670067,-87.696866838,"(41.90667006693829, -87.69686683846977)",4,25,21560,288,41,26
SR22-01212762,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,Fax,07/12/2022 11:12:51 AM,07/12/2022 11:14:03 AM,07/12/2022 11:14:03 AM,121 S LA SALLE ST,,,60603,121,S,LA SALLE,ST,false,false,,,32,42,,P023,2,01,0122,9,,11,3,7,1175165.927318,1899625.909216,41.879964444,-87.632276779,"(41.879964443988406, -87.63227677878587)",34,38,14311,92,36,34
SR22-01212645,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,07/12/2022 10:59:44 AM,09/13/2022 01:27:57 PM,09/13/2022 01:27:57 PM,811 W FULTON MARKET,,,60607,811,W,FULTON MARKET,,false,false,,,28,27,,N022,1,12,1214,45,,10,3,7,1170859.335806,1902072.889576,41.886774569,-87.648018161,"(41.88677456935092, -87.64801816078501)",44,29,14917,63,46,27
SR22-01196497,Paid Sick Leave Violation,PSL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,07/09/2022 10:08:52 PM,10/24/2022 10:30:07 AM,10/24/2022 10:30:08 AM,4824 S ASHLAND AVE,,,60609,4824,S,ASHLAND,AVE,false,false,,,61,20,,L033,3,09,0931,20,,22,7,7,1166407.331648,1872606.78878,41.806013184,-87.665208848,"(41.80601318362437, -87.6652088477384)",37,59,14924,740,4,20
SR22-01189678,Paid Sick Leave Violation,PSL,BACP - Business Affairs and Consumer Protection,BACP - Business Affairs and Consumer Protection,Open,E-Mail,07/08/2022 04:21:55 PM,07/08/2022 04:22:50 PM,,3148 S ASHLAND AVE,,,60608,3148,S,ASHLAND,AVE,false,false,,,59,12,,L029,1,09,0912,9,,16,6,7,1166086.272885,1883733.878115,41.836553962,-87.666069444,"(41.83655396247671, -87.66606944401609)",43,56,14920,192,1,12
